,Minutes,,,%,%,%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,times,%,times,None,HOST03_pmresult_60_202111161400_202111161500_AJKNewCountersFileHuaweiBI.csv,202111161400_202111161500
2021-11-16 15:00,60,"MIRP4067-BHIMBER_2-PVT-NDG-PDC-FCB-Gld/Cell:eNodeB Function Name=MIRP4067-BHIMBER_2-PVT-NDG-PDC-FCB-Gld, Local Cell ID=0, Cell Name=MIRP4067-0, eNodeB ID=44067, Cell FDD TDD indication=CELL_FDD",Reliable,10.715,28.069,42.084,17.868,29.847,17876397,9450759,721300,0,902,902,537,537,46,46,302431,43647,438940,79933,347691,20311,1434905,43236,0,0,767185,52537,1624,100,1624,12.948,HOST03_pmresult_60_202111161500_202111161600_AJKNewCountersFileHuaweiBI.csv,202111161500_202111161600
2021-11-16 15:00,60,"MIRP4067-BHIMBER_2-PVT-NDG-PDC-FCB-Gld/Cell:eNodeB Function Name=MIRP4067-BHIMBER_2-PVT-NDG-PDC-FCB-Gld, Local Cell ID=1, Cell Name=MIRP4067-1, eNodeB ID=44067, Cell FDD TDD indication=CELL_FDD",Reliable,11.649,15.911,73.223,32.792,10.866,32511693,22359848,44640,0,344,344,39,39,102,102,385152,40348,1726493,231688,273705,16868,1516820,41167,0,0,830579,61815,482,100,482,14.976,HOST03_pmresult_60_202111161500_202111161600_AJKNewCountersFileHuaweiBI.csv,202111161500_202111161600
2021-11-16 15:00,60,"MIRP4067-BHIMBER_2-PVT-NDG-PDC-FCB-Gld/Cell:eNodeB Function Name=MIRP4067-BHIMBER_2-PVT-NDG-PDC-FCB-Gld, Local Cell ID=2, Cell Name=MIRP4067-2, eNodeB ID=44067, Cell FDD TDD indication=CELL_FDD",Reliable,10.63,32.879,46.163,30.42,20.958,24057874,26365226,220491,0,805,805,55,55,59,59,688793,84568,935178,150629,469874,23072,1607679,36779,0,0,700642,42666,959,100,959,13.466,HOST03_pmresult_60_202111161500_202111161600_AJKNewCountersFileHuaweiBI.csv,202111161500_202111161600
2021-11-16 15:00,60,"MIRP4067-BHIMBER_2-PVT-NDG-PDC-FCB-Gld/Cell:eNodeB Function Name=MIRP4067-BHIMBER_2-PVT-NDG-PDC-FCB-Gld, Local Cell ID=6, Cell Name=MIRP4067-6, eNodeB ID=44067, Cell FDD TDD indication=CELL_FDD",Reliable,10.38,46.033,36.567,62.78,17.4,90677638,17894206,357286,0,1102,1101,160,160,52,52,1416381,150409,1109172,135428,551088,41130,1418921,39683,0,0,1613196,93697,1392,100,1392,20.574,HOST03_pmresult_60_202111161500_202111161600_AJKNewCountersFileHuaweiBI.csv,202111161500_202111161600
2021-11-16 15:00,60,"MIRP4068-CHAUKI-PVT-PDG-PDC-FCB-SOLAR-Gld/Cell:eNodeB Function Name=MIRP4068-CHAUKI-PVT-PDG-PDC-FCB-SOLAR-Gld, Local Cell ID=0, Cell Name=MIRP4068-0, eNodeB ID=44068, Cell FDD TDD indication=CELL_FDD",Reliable,10.054,39.882,44.741,55.548,15.376,39251850,56153341,405075,0,786,785,21,19,25,25,1889771,233405,2152806,229058,744900,73676,4923144,127521,0,0,5162750,238804,925,100,925,51.176,HOST03_pmresult_60_202111161500_202111161600_AJKNewCountersFileHuaweiBI.csv,202111161500_202111161600
2021-11-16 15:00,60,"MIRP4068-CHAUKI-PVT-PDG-PDC-FCB-SOLAR-Gld/Cell:eNodeB Function Name=MIRP4068-CHAUKI-PVT-PDG-PDC-FCB-SOLAR-Gld, Local Cell ID=1, Cell Name=MIRP4068-1, eNodeB ID=44068, Cell FDD TDD indication=CELL_FDD",Reliable,11.253,17.462,62.725,44.36,19.813,42146621,33470387,102889,0,513,511,4,3,10,10,558545,76288,2054734,225631,661695,58628,5810753,86053,0,0,4300385,182632,546,100,546,34.366,HOST03_pmresult_60_202111161500_202111161600_AJKNewCountersFileHuaweiBI.csv,202111161500_202111161600
2021-11-16 15:00,60,"MIRP4068-CHAUKI-PVT-PDG-PDC-FCB-SOLAR-Gld/Cell:eNodeB Function Name=MIRP4068-CHAUKI-PVT-PDG-PDC-FCB-SOLAR-Gld, Local Cell ID=2, Cell Name=MIRP4068-2, eNodeB ID=44068, Cell FDD TDD indication=CELL_FDD",Reliable,9.503,55.652,22.964,65.31,21.384,56612167,55983158,684754,0,1241,1241,1,0,107,107,2860113,332991,1132478,185114,1122127,104843,1458715,60841,0,0,13920116,1319712,11933,100,11933,54.508,HOST03_pmresult_60_202111161500_202111161600_AJKNewCountersFileHuaweiBI.csv,202111161500_202111161600
2021-11-16 15:00,60,"MIRP4068-CHAUKI-PVT-PDG-PDC-FCB-SOLAR-Gld/Cell:eNodeB Function Name=MIRP4068-CHAUKI-PVT-PDG-PDC-FCB-SOLAR-Gld, Local Cell ID=4, Cell Name=MIRP4068-4, eNodeB ID=44068, Cell FDD TDD indication=CELL_FDD",Reliable,10.51,47.396,34.442,61.572,18.162,60098342,46146468,328976,0,1370,1366,34,32,10,10,2392496,246618,1725189,192637,940832,70493,4995116,82887,0,0,6974219,458761,2131,100,2131,48.19,HOST03_pmresult_60_202111161500_202111161600_AJKNewCountersFileHuaweiBI.csv,202111161500_202111161600
2021-11-16 15:00,60,"MIRP4068-CHAUKI-PVT-PDG-PDC-FCB-SOLAR-Gld/Cell:eNodeB Function Name=MIRP4068-CHAUKI-PVT-PDG-PDC-FCB-SOLAR-Gld, Local Cell ID=6, Cell Name=MIRP4068-6, eNodeB ID=44068, Cell FDD TDD indication=CELL_FDD",Reliable,9.29,46.497,18.108,86.002,35.395,88436013,60927564,1191420,0,595,594,1,0,107,107,2866319,295079,1109905,121281,2196905,209675,5008879,50969,0,0,7669248,419622,716,100,716,49.238,HOST03_pmresult_60_202111161500_202111161600_AJKNewCountersFileHuaweiBI.csv,202111161500_202111161600
2021-11-16 15:00,60,"MIRP4069-KHUIRATTA_2-PVT-NDG-PDC-Gld/Cell:eNodeB Function Name=MIRP4069-KHUIRATTA_2-PVT-NDG-PDC-Gld, Local Cell ID=0, Cell Name=MIRP4069-0, eNodeB ID=44069, Cell FDD TDD indication=CELL_FDD",Reliable,10.742,48.528,37.662,45.752,13.81,24636327,52908877,505509,0,1040,1040,27,27,51,51,2438045,290594,1889120,228521,714793,61697,4756091,154362,0,0,5565031,127172,1129,100,1129,50.41,HOST03_pmresult_60_202111161500_202111161600_AJKNewCountersFileHuaweiBI.csv,202111161500_202111161600
2021-11-16 15:00,60,"MIRP4069-KHUIRATTA_2-PVT-NDG-PDC-Gld/Cell:eNodeB Function Name=MIRP4069-KHUIRATTA_2-PVT-NDG-PDC-Gld, Local Cell ID=1, Cell Name=MIRP4069-1, eNodeB ID=44069, Cell FDD TDD indication=CELL_FDD",Reliable,10.533,29.764,45.138,98.486,25.099,123186689,48620370,1102359,0,2126,2123,874,866,3,3,2865708,350807,4432333,445650,2357242,355149,3440589,143807,0,0,6400046,847438,3295,100,3295,53.156,HOST03_pmresult_60_202111161500_202111161600_AJKNewCountersFileHuaweiBI.csv,202111161500_202111161600
2021-11-16 15:00,60,"MIRP4069-KHUIRATTA_2-PVT-NDG-PDC-Gld/Cell:eNodeB Function Name=MIRP4069-KHUIRATTA_2-PVT-NDG-PDC-Gld, Local Cell ID=2, Cell Name=MIRP4069-2, eNodeB ID=44069, Cell FDD TDD indication=CELL_FDD",Reliable,9.659,37.138,36.425,99.688,26.437,77195198,97474126,360804,0,1577,1576,90,90,25,25,4165998,509958,4088542,497639,2873378,455194,6302827,327082,0,0,13923734,1151519,1760,100,1760,84.608,HOST03_pmresult_60_202111161500_202111161600_AJKNewCountersFileHuaweiBI.csv,202111161500_202111161600
2021-11-16 15:00,60,"MIRP4069-KHUIRATTA_2-PVT-NDG-PDC-Gld/Cell:eNodeB Function Name=MIRP4069-KHUIRATTA_2-PVT-NDG-PDC-Gld, Local Cell ID=5, Cell Name=MIRP4069-5, eNodeB ID=44069, Cell FDD TDD indication=CELL_FDD",Reliable,7.456,36.6,13.165,36.698,50.235,41788478,18994471,866831,0,982,982,230,230,21,21,790469,87841,283354,32566,1106506,99012,2882790,46898,0,0,5803280,130416,1284,100,1284,38.418,HOST03_pmresult_60_202111161500_202111161600_AJKNewCountersFileHuaweiBI.csv,202111161500_202111161600
2021-11-16 15:00,60,"MIRP4069-KHUIRATTA_2-PVT-NDG-PDC-Gld/Cell:eNodeB Function Name=MIRP4069-KHUIRATTA_2-PVT-NDG-PDC-Gld, Local Cell ID=6, Cell Name=MIRP4069-6, eNodeB ID=44069, Cell FDD TDD indication=CELL_FDD",Reliable,9.057,39.303,31.894,80.154,28.803,106299909,32679526,885013,0,1300,1298,307,298,54,54,2398136,259890,1938318,218652,1760382,187510,4790578,94678,0,0,8226668,742837,2100,100,2100,49.324,HOST03_pmresult_60_202111161500_202111161600_AJKNewCountersFileHuaweiBI.csv,202111161500_202111161600
2021-11-16 15:00,60,"MIRP4070-KHUIRATTA_3-PVT-PDG-PDC-Plt/Cell:eNodeB Function Name=MIRP4070-KHUIRATTA_3-PVT-PDG-PDC-Plt, Local Cell ID=0, Cell Name=MIRP4070-0, eNodeB ID=44070, Cell FDD TDD indication=CELL_FDD",Reliable,10.561,35.771,52.711,99.69,11.518,98796929,73699235,2557565,0,4207,4206,539,538,10,10,3986873,425998,5948475,554157,1275613,145297,4299186,296107,0,0,5569317,842373,5456,100,5456,58.518,HOST03_pmresult_60_202111161500_202111161600_AJKNewCountersFileHuaweiBI.csv,202111161500_202111161600
2021-11-16 15:00,60,"MIRP4070-KHUIRATTA_3-PVT-PDG-PDC-Plt/Cell:eNodeB Function Name=MIRP4070-KHUIRATTA_3-PVT-PDG-PDC-Plt, Local Cell ID=1, Cell Name=MIRP4070-1, eNodeB ID=44070, Cell FDD TDD indication=CELL_FDD",Reliable,8.878,36.083,30.583,98.656,33.334,103450179,63919494,5769572,0,2583,2581,3353,3352,10,10,3308923,367383,2797178,318812,3030272,365927,3881308,143909,0,0,10085794,880462,6109,100,6109,56.39,HOST03_pmresult_60_202111161500_202111161600_AJKNewCountersFileHuaweiBI.csv,202111161500_202111161600
2021-11-16 15:00,60,"MIRP4070-KHUIRATTA_3-PVT-PDG-PDC-Plt/Cell:eNodeB Function Name=MIRP4070-KHUIRATTA_3-PVT-PDG-PDC-Plt, Local Cell ID=2, Cell Name=MIRP4070-2, eNodeB ID=44070, Cell FDD TDD indication=CELL_FDD",Reliable,7.609,48.594,7.129,99.786,44.278,96497661,72501567,6149110,0,1477,1474,1890,1884,33,33,3641934,437850,539234,59267,3340029,377380,3604199,68409,0,0,12698102,1266802,4286,100,4286,57.242,HOST03_pmresult_60_202111161500_202111161600_AJKNewCountersFileHuaweiBI.csv,202111161500_202111161600
2021-11-16 15:00,60,"MIRP4070-KHUIRATTA_3-PVT-PDG-PDC-Plt/Cell:eNodeB Function Name=MIRP4070-KHUIRATTA_3-PVT-PDG-PDC-Plt, Local Cell ID=4, Cell Name=MIRP4070-4, eNodeB ID=44070, Cell FDD TDD indication=CELL_FDD",Reliable,7.824,63.15,17.075,99.464,19.775,161398122,11133502,2097149,0,848,848,183,183,44,42,3175878,346683,856662,95764,1003357,99699,6342692,98612,0,0,6267168,319391,1178,100,1178,45.128,HOST03_pmresult_60_202111161500_202111161600_AJKNewCountersFileHuaweiBI.csv,202111161500_202111161600
2021-11-16 15:00,60,"MIRP4070-KHUIRATTA_3-PVT-PDG-PDC-Plt/Cell:eNodeB Function Name=MIRP4070-KHUIRATTA_3-PVT-PDG-PDC-Plt, Local Cell ID=5, Cell Name=MIRP4070-5, eNodeB ID=44070, Cell FDD TDD indication=CELL_FDD",Reliable,8.51,50.974,16.833,90.658,32.193,112782262,43805031,2150870,0,2516,2514,2237,2224,42,42,3390555,375896,1111333,132481,2136391,242377,4296237,101767,0,0,10097621,892045,11437,99.983,11439,63.992,HOST03_pmresult_60_202111161500_202111161600_AJKNewCountersFileHuaweiBI.csv,202111161500_202111161600
2021-11-16 15:00,60,"MIRP4070-KHUIRATTA_3-PVT-PDG-PDC-Plt/Cell:eNodeB Function Name=MIRP4070-KHUIRATTA_3-PVT-PDG-PDC-Plt, Local Cell ID=6, Cell Name=MIRP4070-6, eNodeB ID=44070, Cell FDD TDD indication=CELL_FDD",Reliable,9.694,31.554,44.66,99.46,23.786,122118126,51496388,993060,0,3593,3591,996,992,18,18,3414300,364047,4868569,478999,2538122,310044,3906251,274977,0,0,8872526,1655651,6475,100,6475,65.66,HOST03_pmresult_60_202111161500_202111161600_AJKNewCountersFileHuaweiBI.csv,202111161500_202111161600
2021-11-16 15:00,60,"MIRP4071-BAN KHURMAN2-PVT-NDG-PDC-FCB-Slv/Cell:eNodeB Function Name=MIRP4071-BAN KHURMAN2-PVT-NDG-PDC-FCB-Slv, Local Cell ID=0, Cell Name=MIRP4071-0, eNodeB ID=44071, Cell FDD TDD indication=CELL_FDD",Reliable,9.447,33.537,30.426,99.018,36.037,135987767,32291338,5649334,0,933,932,704,704,106,106,2430871,294595,2213765,258874,2590212,338386,4495461,194707,0,0,7672281,560300,2086,100,2086,63.178,HOST03_pmresult_60_202111161500_202111161600_AJKNewCountersFileHuaweiBI.csv,202111161500_202111161600
2021-11-16 15:00,60,"MIRP4071-BAN KHURMAN2-PVT-NDG-PDC-FCB-Slv/Cell:eNodeB Function Name=MIRP4071-BAN KHURMAN2-PVT-NDG-PDC-FCB-Slv, Local Cell ID=1, Cell Name=MIRP4071-1, eNodeB ID=44071, Cell FDD TDD indication=CELL_FDD",Reliable,8.364,57.68,15.207,62.642,27.113,79652430,27451289,1359842,0,845,845,292,286,29,29,2166394,253390,567623,70330,1005080,132351,2120192,76395,0,0,16262123,4517153,2428,100,2428,61.164,HOST03_pmresult_60_202111161500_202111161600_AJKNewCountersFileHuaweiBI.csv,202111161500_202111161600
2021-11-16 15:00,60,"MIRP4071-BAN KHURMAN2-PVT-NDG-PDC-FCB-Slv/Cell:eNodeB Function Name=MIRP4071-BAN KHURMAN2-PVT-NDG-PDC-FCB-Slv, Local Cell ID=2, Cell Name=MIRP4071-2, eNodeB ID=44071, Cell FDD TDD indication=CELL_FDD",Reliable,7.357,30.373,8.303,94.792,61.324,152979877,11742799,1589143,0,1750,1747,491,489,219,219,1611761,314456,461155,65399,3349770,539381,1914760,81639,0,0,15799034,2269095,3583,100,3583,63.922,HOST03_pmresult_60_202111161500_202111161600_AJKNewCountersFileHuaweiBI.csv,202111161500_202111161600
2021-11-16 15:00,60,"MIRP4071-BAN KHURMAN2-PVT-NDG-PDC-FCB-Slv/Cell:eNodeB Function Name=MIRP4071-BAN KHURMAN2-PVT-NDG-PDC-FCB-Slv, Local Cell ID=5, Cell Name=MIRP4071-5, eNodeB ID=44071, Cell FDD TDD indication=CELL_FDD",Reliable,9.684,38.038,37.934,96.6,24.028,102520723,66417296,702315,0,3610,3600,396,382,108,108,3816912,440919,3843149,403049,2334077,355554,1428557,102027,0,0,10329313,2610551,10218,100,10218,52.43,HOST03_pmresult_60_202111161500_202111161600_AJKNewCountersFileHuaweiBI.csv,202111161500_202111161600
2021-11-16 15:00,60,"MIRP4071-BAN KHURMAN2-PVT-NDG-PDC-FCB-Slv/Cell:eNodeB Function Name=MIRP4071-BAN KHURMAN2-PVT-NDG-PDC-FCB-Slv, Local Cell ID=6, Cell Name=MIRP4071-6, eNodeB ID=44071, Cell FDD TDD indication=CELL_FDD",Reliable,9.609,42.491,36.935,99.49,20.574,107824320,66338491,706049,0,2778,2776,581,580,168,168,4565577,484197,3986542,402925,2185698,259414,2880871,161347,0,0,4440621,744860,4192,100,4192,51.594,HOST03_pmresult_60_202111161500_202111161600_AJKNewCountersFileHuaweiBI.csv,202111161500_202111161600
2021-11-16 15:00,60,"MIRP4073-AKBARABAD KALRI-PVT-NDG-PDC-FCB-Slv/Cell:eNodeB Function Name=MIRP4073-AKBARABAD KALRI-PVT-NDG-PDC-FCB-Slv, Local Cell ID=0, Cell Name=MIRP4073-0, eNodeB ID=44073, Cell FDD TDD indication=CELL_FDD",Reliable,6.242,17.178,4.361,48.66,78.461,71018097,12229396,116620,0,419,418,22,22,52,52,400588,48529,100516,13488,1855062,196279,2056799,31134,0,0,6250990,242370,502,100,502,36.172,HOST03_pmresult_60_202111161500_202111161600_AJKNewCountersFileHuaweiBI.csv,202111161500_202111161600
2021-11-16 15:00,60,"MIRP4073-AKBARABAD KALRI-PVT-NDG-PDC-FCB-Slv/Cell:eNodeB Function Name=MIRP4073-AKBARABAD KALRI-PVT-NDG-PDC-FCB-Slv, Local Cell ID=1, Cell Name=MIRP4073-1, eNodeB ID=44073, Cell FDD TDD indication=CELL_FDD",Reliable,9.502,43.596,27.511,97.286,28.893,133503908,35287905,2045389,0,2021,2020,753,752,130,130,3302087,368876,2104262,212288,2164466,268422,2761221,151125,0,0,9350548,816373,3085,100,3085,65.344,HOST03_pmresult_60_202111161500_202111161600_AJKNewCountersFileHuaweiBI.csv,202111161500_202111161600
2021-11-16 15:00,60,"MIRP4073-AKBARABAD KALRI-PVT-NDG-PDC-FCB-Slv/Cell:eNodeB Function Name=MIRP4073-AKBARABAD KALRI-PVT-NDG-PDC-FCB-Slv, Local Cell ID=2, Cell Name=MIRP4073-2, eNodeB ID=44073, Cell FDD TDD indication=CELL_FDD",Reliable,7.414,42.3,6.575,97.042,51.125,134896872,34546500,906250,0,2352,2348,570,554,179,179,2696038,551462,441625,63177,3341128,583939,2434363,105776,0,0,11294192,1295928,6596,99.985,6597,59.976,HOST03_pmresult_60_202111161500_202111161600_AJKNewCountersFileHuaweiBI.csv,202111161500_202111161600
2021-11-16 15:00,60,"MIRP4073-AKBARABAD KALRI-PVT-NDG-PDC-FCB-Slv/Cell:eNodeB Function Name=MIRP4073-AKBARABAD KALRI-PVT-NDG-PDC-FCB-Slv, Local Cell ID=5, Cell Name=MIRP4073-5, eNodeB ID=44073, Cell FDD TDD indication=CELL_FDD",Reliable,7.017,33.179,5.798,96.782,61.022,153175674,15368931,1400235,0,1315,1315,338,338,207,207,1891943,237538,327499,44648,3556213,360278,4422693,145493,0,0,10010725,677455,1994,100,1994,61.636,HOST03_pmresult_60_202111161500_202111161600_AJKNewCountersFileHuaweiBI.csv,202111161500_202111161600
2021-11-16 15:00,60,"MIRP4073-AKBARABAD KALRI-PVT-NDG-PDC-FCB-Slv/Cell:eNodeB Function Name=MIRP4073-AKBARABAD KALRI-PVT-NDG-PDC-FCB-Slv, Local Cell ID=6, Cell Name=MIRP4073-6, eNodeB ID=44073, Cell FDD TDD indication=CELL_FDD",Reliable,9.025,48.695,25.094,97.126,26.211,138248379,31094013,1219787,0,1890,1888,512,504,59,59,3334795,349370,1720140,178392,1784596,198469,2199695,66776,0,0,12715601,1664081,2874,100,2874,64.674,HOST03_pmresult_60_202111161500_202111161600_AJKNewCountersFileHuaweiBI.csv,202111161500_202111161600
2021-11-16 15:00,60,"MIRP4074-KALA DAB-PVT-PDG-PDC-FCB-Slv/Cell:eNodeB Function Name=MIRP4074-KALA DAB-PVT-PDG-PDC-FCB-Slv, Local Cell ID=0, Cell Name=MIRP4074-0, eNodeB ID=44074, Cell FDD TDD indication=CELL_FDD",Reliable,9.173,54.415,26.501,73.988,19.084,92391027,36410363,39636,0,625,625,4,1,2,2,2756119,284483,1338394,142439,974925,91451,4646535,79408,0,0,7908283,433798,643,100,643,49.708,HOST03_pmresult_60_202111161500_202111161600_AJKNewCountersFileHuaweiBI.csv,202111161500_202111161600
2021-11-16 15:00,60,"MIRP4074-KALA DAB-PVT-PDG-PDC-FCB-Slv/Cell:eNodeB Function Name=MIRP4074-KALA DAB-PVT-PDG-PDC-FCB-Slv, Local Cell ID=1, Cell Name=MIRP4074-1, eNodeB ID=44074, Cell FDD TDD indication=CELL_FDD",Reliable,9.975,37.931,51.036,97.282,11.032,84444992,86227146,79007,0,3014,3014,19,8,46,46,3975792,446489,5323214,626944,1135037,151207,1837847,136400,0,0,8178764,1157207,5345,100,5345,58.098,HOST03_pmresult_60_202111161500_202111161600_AJKNewCountersFileHuaweiBI.csv,202111161500_202111161600
2021-11-16 15:00,60,"MIRP4074-KALA DAB-PVT-PDG-PDC-FCB-Slv/Cell:eNodeB Function Name=MIRP4074-KALA DAB-PVT-PDG-PDC-FCB-Slv, Local Cell ID=2, Cell Name=MIRP4074-2, eNodeB ID=44074, Cell FDD TDD indication=CELL_FDD",Reliable,8.401,67.843,15.702,49.978,16.455,81383870,4123852,77159,0,797,797,40,34,49,49,1572103,165630,356631,45564,378013,43479,85069,2715,0,0,10633315,880449,3789,100,3789,48.562,HOST03_pmresult_60_202111161500_202111161600_AJKNewCountersFileHuaweiBI.csv,202111161500_202111161600
2021-11-16 15:00,60,"MIRP4075-KATHAR-PVT-PDG-PDC-FCB-Gld/Cell:eNodeB Function Name=MIRP4075-KATHAR-PVT-PDG-PDC-FCB-Gld, Local Cell ID=0, Cell Name=MIRP4075-0, eNodeB ID=44075, Cell FDD TDD indication=CELL_FDD",Reliable,7.247,26.395,3.031,85.768,70.574,37448747,112589642,15230,0,611,608,3,2,24,24,1969621,255332,211186,44279,5333672,615205,495012,15269,0,0,12508386,909100,4983,100,4983,62.422,HOST03_pmresult_60_202111161500_202111161600_AJKNewCountersFileHuaweiBI.csv,202111161500_202111161600
2021-11-16 15:00,60,"MIRP4075-KATHAR-PVT-PDG-PDC-FCB-Gld/Cell:eNodeB Function Name=MIRP4075-KATHAR-PVT-PDG-PDC-FCB-Gld, Local Cell ID=1, Cell Name=MIRP4075-1, eNodeB ID=44075, Cell FDD TDD indication=CELL_FDD",Reliable,10.695,40.834,46.923,93.208,12.243,67439300,95670212,373355,0,4159,4157,63,63,27,27,4325782,518305,5045060,521345,1204714,247686,1422004,59360,0,0,4441803,573552,5383,99.981,5384,47.012,HOST03_pmresult_60_202111161500_202111161600_AJKNewCountersFileHuaweiBI.csv,202111161500_202111161600
2021-11-16 15:00,60,"MIRP4075-KATHAR-PVT-PDG-PDC-FCB-Gld/Cell:eNodeB Function Name=MIRP4075-KATHAR-PVT-PDG-PDC-FCB-Gld, Local Cell ID=2, Cell Name=MIRP4075-2, eNodeB ID=44075, Cell FDD TDD indication=CELL_FDD",Reliable,8.948,42.851,29.548,88.774,27.601,75280281,80056890,91726,0,2024,2022,0,0,30,30,3549670,432109,2435662,310042,2277580,287132,3443847,84589,0,0,10198570,1002126,2114,100,2114,65.948,HOST03_pmresult_60_202111161500_202111161600_AJKNewCountersFileHuaweiBI.csv,202111161500_202111161600
2021-11-16 15:00,60,"MIRP4075-KATHAR-PVT-PDG-PDC-FCB-Gld/Cell:eNodeB Function Name=MIRP4075-KATHAR-PVT-PDG-PDC-FCB-Gld, Local Cell ID=4, Cell Name=MIRP4075-4, eNodeB ID=44075, Cell FDD TDD indication=CELL_FDD",Reliable,9.417,39.583,37.269,92.564,23.147,96752625,64879282,576962,0,2684,2684,238,234,21,21,3376595,339790,3168238,330930,1955217,218060,3030145,147287,0,0,9401504,1043444,3385,100,3385,61.728,HOST03_pmresult_60_202111161500_202111161600_AJKNewCountersFileHuaweiBI.csv,202111161500_202111161600
2021-11-16 15:00,60,"MIRP4076-SHER MANDI-PVT-PDG-PDC-FCB-Slv/Cell:eNodeB Function Name=MIRP4076-SHER MANDI-PVT-PDG-PDC-FCB-Slv, Local Cell ID=0, Cell Name=MIRP4076-0, eNodeB ID=44076, Cell FDD TDD indication=CELL_FDD",Reliable,8.922,49.888,26.969,96.888,23.143,131058934,37969227,957347,0,1814,1811,417,411,5,5,3425427,352700,1821432,220952,1552525,200120,3181024,116604,0,0,9748416,1043564,2471,100,2471,63.13,HOST03_pmresult_60_202111161500_202111161600_AJKNewCountersFileHuaweiBI.csv,202111161500_202111161600
2021-11-16 15:00,60,"MIRP4076-SHER MANDI-PVT-PDG-PDC-FCB-Slv/Cell:eNodeB Function Name=MIRP4076-SHER MANDI-PVT-PDG-PDC-FCB-Slv, Local Cell ID=1, Cell Name=MIRP4076-1, eNodeB ID=44076, Cell FDD TDD indication=CELL_FDD",Reliable,10.229,34.352,55.152,44.136,10.496,44278565,30879529,28834,0,478,478,3,3,9,9,958796,102515,1527865,176042,312157,12121,6205963,77085,0,0,2698653,59784,492,100,492,30.79,HOST03_pmresult_60_202111161500_202111161600_AJKNewCountersFileHuaweiBI.csv,202111161500_202111161600
2021-11-16 15:00,60,"MIRP4076-SHER MANDI-PVT-PDG-PDC-FCB-Slv/Cell:eNodeB Function Name=MIRP4076-SHER MANDI-PVT-PDG-PDC-FCB-Slv, Local Cell ID=2, Cell Name=MIRP4076-2, eNodeB ID=44076, Cell FDD TDD indication=CELL_FDD",Reliable,9.539,39.185,41.925,78.98,18.89,102488968,34437568,823152,0,2239,2237,334,327,3,3,2493928,299536,2665683,323104,1196933,149717,4178652,119689,0,0,9589617,822059,2666,100,2666,59.096,HOST03_pmresult_60_202111161500_202111161600_AJKNewCountersFileHuaweiBI.csv,202111161500_202111161600
2021-11-16 15:00,60,"MIRP4077-THARA-PVT-PDG-PDC-FCB-Slv/Cell:eNodeB Function Name=MIRP4077-THARA-PVT-PDG-PDC-FCB-Slv, Local Cell ID=0, Cell Name=MIRP4077-0, eNodeB ID=44077, Cell FDD TDD indication=CELL_FDD",Reliable,7.649,24.232,5,44.018,70.768,73100998,399407,1442577,0,498,497,293,292,29,28,410056,50867,82857,12243,1200368,145734,2580351,41444,0,0,3602961,501906,1039,100,1039,29.016,HOST03_pmresult_60_202111161500_202111161600_AJKNewCountersFileHuaweiBI.csv,202111161500_202111161600
2021-11-16 15:00,60,"MIRP4077-THARA-PVT-PDG-PDC-FCB-Slv/Cell:eNodeB Function Name=MIRP4077-THARA-PVT-PDG-PDC-FCB-Slv, Local Cell ID=1, Cell Name=MIRP4077-1, eNodeB ID=44077, Cell FDD TDD indication=CELL_FDD",Reliable,8.765,52.639,20.474,96.822,26.887,139658033,28283459,1908713,0,2469,2468,310,302,17,16,3577094,422821,1399471,156321,1823255,219829,4250813,222854,0,0,17600022,2268281,6830,100,6830,81.316,HOST03_pmresult_60_202111161500_202111161600_AJKNewCountersFileHuaweiBI.csv,202111161500_202111161600
2021-11-16 15:00,60,"MIRP4077-THARA-PVT-PDG-PDC-FCB-Slv/Cell:eNodeB Function Name=MIRP4077-THARA-PVT-PDG-PDC-FCB-Slv, Local Cell ID=2, Cell Name=MIRP4077-2, eNodeB ID=44077, Cell FDD TDD indication=CELL_FDD",Reliable,10.126,38.633,38.299,96.204,23.068,144612204,22345526,1767873,0,2403,2385,689,680,17,17,2513682,286409,2494117,281758,1425299,246673,4059715,219381,0,0,14412850,3670017,9657,100,9657,83.278,HOST03_pmresult_60_202111161500_202111161600_AJKNewCountersFileHuaweiBI.csv,202111161500_202111161600
2021-11-16 15:00,60,"MIRP4077-THARA-PVT-PDG-PDC-FCB-Slv/Cell:eNodeB Function Name=MIRP4077-THARA-PVT-PDG-PDC-FCB-Slv, Local Cell ID=5, Cell Name=MIRP4077-5, eNodeB ID=44077, Cell FDD TDD indication=CELL_FDD",Reliable,7.892,30.03,14.485,56.914,55.486,93304902,3060320,1665129,0,810,809,431,428,5,5,932248,102324,449096,49924,1684972,226602,2634187,49752,0,0,9639793,740197,3338,100,3338,56.994,HOST03_pmresult_60_202111161500_202111161600_AJKNewCountersFileHuaweiBI.csv,202111161500_202111161600
