,Minutes,,,%,%,%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,times,%,times,None,HOST03_pmresult_60_202111161400_202111161500_AJKNewCountersFileHuaweiBI.csv,202111161400_202111161500
2021-11-16 14:00,60,"MIRP3011-Gulpur-UFN-UDG-PDC-FCB-UCP-Plt-8961/Cell:eNodeB Function Name=MIRP3011-Gulpur-UFN-UDG-PDC-FCB-UCP-Plt-8961, Local Cell ID=0, Cell Name=MIRP3011-0, eNodeB ID=43011, Cell FDD TDD indication=CELL_FDD",Reliable,7.784,37.197,13.527,57.924,49.276,87027011,12303099,660143,0,430,430,43,41,363,363,1051247,126509,391326,36985,1404078,156135,2198805,48759,0,0,6683352,244945,882,100,882,38.604,HOST03_pmresult_60_202111161400_202111161500_AJKNewCountersFileHuaweiBI.csv,202111161400_202111161500
2021-11-16 14:00,60,"MIRP3011-Gulpur-UFN-UDG-PDC-FCB-UCP-Plt-8961/Cell:eNodeB Function Name=MIRP3011-Gulpur-UFN-UDG-PDC-FCB-UCP-Plt-8961, Local Cell ID=1, Cell Name=MIRP3011-1, eNodeB ID=43011, Cell FDD TDD indication=CELL_FDD",Reliable,8.949,37.247,22.698,48.508,40.055,66351245,14931471,1691966,0,600,600,15,13,165,163,1097710,119162,659669,81898,1150089,158547,2325309,26408,0,0,10045504,1344904,2054,100,2054,44.86,HOST03_pmresult_60_202111161400_202111161500_AJKNewCountersFileHuaweiBI.csv,202111161400_202111161500
2021-11-16 14:00,60,"MIRP3011-Gulpur-UFN-UDG-PDC-FCB-UCP-Plt-8961/Cell:eNodeB Function Name=MIRP3011-Gulpur-UFN-UDG-PDC-FCB-UCP-Plt-8961, Local Cell ID=2, Cell Name=MIRP3011-2, eNodeB ID=43011, Cell FDD TDD indication=CELL_FDD",Reliable,8.39,47.612,13.765,79.466,38.623,91194244,46369332,1116118,0,1823,1823,141,141,1155,1154,2722160,338043,783659,101041,2244784,237667,3448404,109106,0,0,8023935,603462,3211,100,3211,55.772,HOST03_pmresult_60_202111161400_202111161500_AJKNewCountersFileHuaweiBI.csv,202111161400_202111161500
2021-11-16 14:00,60,"MIRP3011-Gulpur-UFN-UDG-PDC-FCB-UCP-Plt-8961/Cell:eNodeB Function Name=MIRP3011-Gulpur-UFN-UDG-PDC-FCB-UCP-Plt-8961, Local Cell ID=4, Cell Name=MIRP3011-4, eNodeB ID=43011, Cell FDD TDD indication=CELL_FDD",Reliable,8.827,40.731,34.083,95.718,25.186,100741156,65829806,1343306,0,1986,1980,272,263,477,477,3442249,375683,2893135,301693,2122948,237846,3431100,143653,0,0,17932258,2460120,7155,100,7155,76.894,HOST03_pmresult_60_202111161400_202111161500_AJKNewCountersFileHuaweiBI.csv,202111161400_202111161500
2021-11-16 14:00,60,"MIRP3011-Gulpur-UFN-UDG-PDC-FCB-UCP-Plt-8961/Cell:eNodeB Function Name=MIRP3011-Gulpur-UFN-UDG-PDC-FCB-UCP-Plt-8961, Local Cell ID=5, Cell Name=MIRP3011-5, eNodeB ID=43011, Cell FDD TDD indication=CELL_FDD",Reliable,7.529,33.285,9.427,89.846,57.288,121107246,35267040,960027,0,1528,1526,337,334,90,90,1932337,234154,540430,73125,3372750,356025,861558,21555,0,0,13678923,1712085,8886,99.989,8887,63.682,HOST03_pmresult_60_202111161400_202111161500_AJKNewCountersFileHuaweiBI.csv,202111161400_202111161500
2021-11-16 14:00,60,"MIRP3011-Gulpur-UFN-UDG-PDC-FCB-UCP-Plt-8961/Cell:eNodeB Function Name=MIRP3011-Gulpur-UFN-UDG-PDC-FCB-UCP-Plt-8961, Local Cell ID=6, Cell Name=MIRP3011-6, eNodeB ID=43011, Cell FDD TDD indication=CELL_FDD",Reliable,8.617,48.394,29.752,97.248,21.854,141728618,28176349,753459,0,2265,2263,427,414,1074,1074,3743432,384373,2285191,252510,1647550,216491,2111601,125861,0,0,9389274,2272279,9918,100,9918,58.83,HOST03_pmresult_60_202111161400_202111161500_AJKNewCountersFileHuaweiBI.csv,202111161400_202111161500
2021-11-16 14:00,60,"MIRP3012-Agharkar Calony Kotli-UFN-UDG-PDC-FCB-UCP-Plt-8962/Cell:eNodeB Function Name=MIRP3012-Agharkar Calony Kotli-UFN-UDG-PDC-FCB-UCP-Plt-8962, Local Cell ID=0, Cell Name=MIRP3012-0, eNodeB ID=43012, Cell FDD TDD indication=CELL_FDD",Reliable,8.294,35.783,26.777,92.67,37.439,136146500,23928093,2396326,0,2497,2497,1487,1485,62,62,2102260,305286,1572861,228747,2169600,349354,2037664,66956,0,0,8966882,1665308,5151,100,5151,49.064,HOST03_pmresult_60_202111161400_202111161500_AJKNewCountersFileHuaweiBI.csv,202111161400_202111161500
2021-11-16 14:00,60,"MIRP3012-Agharkar Calony Kotli-UFN-UDG-PDC-FCB-UCP-Plt-8962/Cell:eNodeB Function Name=MIRP3012-Agharkar Calony Kotli-UFN-UDG-PDC-FCB-UCP-Plt-8962, Local Cell ID=1, Cell Name=MIRP3012-1, eNodeB ID=43012, Cell FDD TDD indication=CELL_FDD",Reliable,8.051,52.802,22.409,75.168,24.789,123226469,7015406,908986,0,1473,1473,216,215,18,18,1853788,236293,778833,108192,870220,110992,1484995,57461,0,0,3658273,289843,2028,100,2028,36.244,HOST03_pmresult_60_202111161400_202111161500_AJKNewCountersFileHuaweiBI.csv,202111161400_202111161500
2021-11-16 14:00,60,"MIRP3012-Agharkar Calony Kotli-UFN-UDG-PDC-FCB-UCP-Plt-8962/Cell:eNodeB Function Name=MIRP3012-Agharkar Calony Kotli-UFN-UDG-PDC-FCB-UCP-Plt-8962, Local Cell ID=2, Cell Name=MIRP3012-2, eNodeB ID=43012, Cell FDD TDD indication=CELL_FDD",Reliable,8.881,44.432,34.552,97.548,21.016,131989376,37686484,1607271,0,2642,2642,752,751,81,81,3080477,488152,2409383,365725,1486019,201953,3868962,145674,0,0,5219615,372771,3821,100,3821,44.776,HOST03_pmresult_60_202111161400_202111161500_AJKNewCountersFileHuaweiBI.csv,202111161400_202111161500
2021-11-16 14:00,60,"MIRP3013-Dhudial AJK-UFN-UDG-PDC-UCP-Plt-8966/Cell:eNodeB Function Name=MIRP3013-Dhudial AJK-UFN-UDG-PDC-UCP-Plt-8966, Local Cell ID=0, Cell Name=MIRP3013-0, eNodeB ID=43013, Cell FDD TDD indication=CELL_FDD",Reliable,9.933,24.213,20.638,90.792,55.149,129225803,29287225,594495,0,2336,2336,285,285,143,143,1441390,177869,1242384,137766,3297552,390590,1869387,43726,0,0,10480452,907242,2838,100,2838,58.066,HOST03_pmresult_60_202111161400_202111161500_AJKNewCountersFileHuaweiBI.csv,202111161400_202111161500
2021-11-16 14:00,60,"MIRP3013-Dhudial AJK-UFN-UDG-PDC-UCP-Plt-8966/Cell:eNodeB Function Name=MIRP3013-Dhudial AJK-UFN-UDG-PDC-UCP-Plt-8966, Local Cell ID=1, Cell Name=MIRP3013-1, eNodeB ID=43013, Cell FDD TDD indication=CELL_FDD",Reliable,10.749,36.856,36.636,17.324,26.509,17438920,9807074,42520,0,327,327,4,4,1,1,390933,44033,388831,43536,303482,9368,2395963,29159,0,0,2289385,47709,363,100,363,20.476,HOST03_pmresult_60_202111161400_202111161500_AJKNewCountersFileHuaweiBI.csv,202111161400_202111161500
2021-11-16 14:00,60,"MIRP3013-Dhudial AJK-UFN-UDG-PDC-UCP-Plt-8966/Cell:eNodeB Function Name=MIRP3013-Dhudial AJK-UFN-UDG-PDC-UCP-Plt-8966, Local Cell ID=2, Cell Name=MIRP3013-2, eNodeB ID=43013, Cell FDD TDD indication=CELL_FDD",Reliable,9.33,51.75,26.354,98.554,21.897,133822073,39037554,296180,0,3800,3794,326,306,3,3,3972405,479370,2040079,226980,1676982,206672,1312253,109784,0,0,4748780,729217,6953,100,6953,48.248,HOST03_pmresult_60_202111161400_202111161500_AJKNewCountersFileHuaweiBI.csv,202111161400_202111161500
2021-11-16 14:00,60,"MIRP3013-Dhudial AJK-UFN-UDG-PDC-UCP-Plt-8966/Cell:eNodeB Function Name=MIRP3013-Dhudial AJK-UFN-UDG-PDC-UCP-Plt-8966, Local Cell ID=4, Cell Name=MIRP3013-4, eNodeB ID=43013, Cell FDD TDD indication=CELL_FDD",Reliable,10.145,35.301,42.771,99.376,21.928,122249493,51532380,696134,0,5253,5248,596,591,161,161,3380784,468857,4107706,556536,2087511,303802,2484726,197388,0,0,8457222,1881489,12114,99.992,12115,62.136,HOST03_pmresult_60_202111161400_202111161500_AJKNewCountersFileHuaweiBI.csv,202111161400_202111161500
2021-11-16 14:00,60,"MIRP3013-Dhudial AJK-UFN-UDG-PDC-UCP-Plt-8966/Cell:eNodeB Function Name=MIRP3013-Dhudial AJK-UFN-UDG-PDC-UCP-Plt-8966, Local Cell ID=5, Cell Name=MIRP3013-5, eNodeB ID=43013, Cell FDD TDD indication=CELL_FDD",Reliable,7.629,0,0,2.218,100,11349,138,2145,0,112,112,2,2,1,1,0,0,0,0,3065,63,89519,1151,0,0,390662,1846,125,100,125,6.992,HOST03_pmresult_60_202111161400_202111161500_AJKNewCountersFileHuaweiBI.csv,202111161400_202111161500
2021-11-16 14:00,60,"MIRP3013-Dhudial AJK-UFN-UDG-PDC-UCP-Plt-8966/Cell:eNodeB Function Name=MIRP3013-Dhudial AJK-UFN-UDG-PDC-UCP-Plt-8966, Local Cell ID=6, Cell Name=MIRP3013-6, eNodeB ID=43013, Cell FDD TDD indication=CELL_FDD",Reliable,10.293,40.278,22.995,38.216,36.727,46389969,18038729,49619,0,688,688,42,36,16,16,924412,128705,530762,70463,866434,93827,3538862,42451,0,0,5167994,309964,887,100,887,48.416,HOST03_pmresult_60_202111161400_202111161500_AJKNewCountersFileHuaweiBI.csv,202111161400_202111161500
2021-11-16 14:00,60,"MIRP3014-Islam Garh-UFN-UDG-PDC-FCB-UCP-Plt-8970/Cell:eNodeB Function Name=MIRP3014-Islam Garh-UFN-UDG-PDC-FCB-UCP-Plt-8970, Local Cell ID=0, Cell Name=MIRP3014-0, eNodeB ID=43014, Cell FDD TDD indication=CELL_FDD",Reliable,9.117,41.373,29.725,92.762,28.901,142435949,20045683,275895,0,2268,2250,77,72,59,59,3009575,363139,2167689,255463,1873975,482030,2112302,124446,0,0,12719691,3853673,4538,100,4538,61.236,HOST03_pmresult_60_202111161400_202111161500_AJKNewCountersFileHuaweiBI.csv,202111161400_202111161500
2021-11-16 14:00,60,"MIRP3014-Islam Garh-UFN-UDG-PDC-FCB-UCP-Plt-8970/Cell:eNodeB Function Name=MIRP3014-Islam Garh-UFN-UDG-PDC-FCB-UCP-Plt-8970, Local Cell ID=1, Cell Name=MIRP3014-1, eNodeB ID=43014, Cell FDD TDD indication=CELL_FDD",Reliable,9.531,41.016,29.873,97.418,29.111,122979315,47156274,1008262,0,4538,4533,634,611,96,96,3785292,465068,2709113,386531,2608007,408667,2251931,227868,0,0,11559987,2060256,7009,100,7009,77.61,HOST03_pmresult_60_202111161400_202111161500_AJKNewCountersFileHuaweiBI.csv,202111161400_202111161500
2021-11-16 14:00,60,"MIRP3014-Islam Garh-UFN-UDG-PDC-FCB-UCP-Plt-8970/Cell:eNodeB Function Name=MIRP3014-Islam Garh-UFN-UDG-PDC-FCB-UCP-Plt-8970, Local Cell ID=2, Cell Name=MIRP3014-2, eNodeB ID=43014, Cell FDD TDD indication=CELL_FDD",Reliable,6.801,36.054,8.848,97.154,55.099,138748487,30775204,1126357,0,2397,2392,746,717,62,62,2470456,347916,595058,96585,3665241,641896,1618760,101354,0,0,22047285,4229904,4909,100,4909,82.322,HOST03_pmresult_60_202111161400_202111161500_AJKNewCountersFileHuaweiBI.csv,202111161400_202111161500
2021-11-16 14:00,60,"MIRP3014-Islam Garh-UFN-UDG-PDC-FCB-UCP-Plt-8970/Cell:eNodeB Function Name=MIRP3014-Islam Garh-UFN-UDG-PDC-FCB-UCP-Plt-8970, Local Cell ID=4, Cell Name=MIRP3014-4, eNodeB ID=43014, Cell FDD TDD indication=CELL_FDD",Reliable,9.174,39.919,28.002,79.984,32.078,107714908,31719558,322027,0,1813,1813,55,45,59,58,2019076,208686,1407261,155454,1628266,161902,2529045,47556,0,0,9101809,595850,2193,100,2193,48.162,HOST03_pmresult_60_202111161400_202111161500_AJKNewCountersFileHuaweiBI.csv,202111161400_202111161500
2021-11-16 14:00,60,"MIRP3014-Islam Garh-UFN-UDG-PDC-FCB-UCP-Plt-8970/Cell:eNodeB Function Name=MIRP3014-Islam Garh-UFN-UDG-PDC-FCB-UCP-Plt-8970, Local Cell ID=6, Cell Name=MIRP3014-6, eNodeB ID=43014, Cell FDD TDD indication=CELL_FDD",Reliable,8.914,43.918,23.266,90.308,32.816,132359464,25512947,428101,0,1588,1586,211,183,43,43,3002230,340996,1589572,181501,2218468,279615,3271485,110338,0,0,12792627,1650521,12213,100,12213,72.388,HOST03_pmresult_60_202111161400_202111161500_AJKNewCountersFileHuaweiBI.csv,202111161400_202111161500
2021-11-16 14:00,60,"MIRP3015-Bhimber-UFN-UDG-PDC-FCB-UCP-Plt-8975/Cell:eNodeB Function Name=MIRP3015-Bhimber-UFN-UDG-PDC-FCB-UCP-Plt-8975, Local Cell ID=0, Cell Name=MIRP3015-0, eNodeB ID=43015, Cell FDD TDD indication=CELL_FDD",Reliable,11.658,19.143,63.47,29.694,17.387,34543474,11761576,2969601,0,934,934,272,272,25,25,392214,65204,1340255,176363,353159,62291,1585750,43698,0,0,1377200,225283,1397,100,1397,20.408,HOST03_pmresult_60_202111161400_202111161500_AJKNewCountersFileHuaweiBI.csv,202111161400_202111161500
2021-11-16 14:00,60,"MIRP3015-Bhimber-UFN-UDG-PDC-FCB-UCP-Plt-8975/Cell:eNodeB Function Name=MIRP3015-Bhimber-UFN-UDG-PDC-FCB-UCP-Plt-8975, Local Cell ID=1, Cell Name=MIRP3015-1, eNodeB ID=43015, Cell FDD TDD indication=CELL_FDD",Reliable,10.92,31.332,50.478,44.158,18.19,25411752,49710561,262172,0,922,921,155,155,14,14,970039,114726,1551399,196211,590346,39425,658447,19987,0,0,1344756,96073,1099,100,1099,17.532,HOST03_pmresult_60_202111161400_202111161500_AJKNewCountersFileHuaweiBI.csv,202111161400_202111161500
2021-11-16 14:00,60,"MIRP3015-Bhimber-UFN-UDG-PDC-FCB-UCP-Plt-8975/Cell:eNodeB Function Name=MIRP3015-Bhimber-UFN-UDG-PDC-FCB-UCP-Plt-8975, Local Cell ID=2, Cell Name=MIRP3015-2, eNodeB ID=43015, Cell FDD TDD indication=CELL_FDD",Reliable,10.621,30.774,31.376,8.412,37.849,10000219,1065359,116782,0,212,212,19,19,34,34,89527,12914,93430,11015,120362,5630,208973,3137,0,0,271182,28158,267,100,267,7.756,HOST03_pmresult_60_202111161400_202111161500_AJKNewCountersFileHuaweiBI.csv,202111161400_202111161500
2021-11-16 14:00,60,"MIRP3016-Bhimber Main Bazar-UFN-UDG-PDC-FCB-UCP-Plt-8976/Cell:eNodeB Function Name=MIRP3016-Bhimber Main Bazar-UFN-UDG-PDC-FCB-UCP-Plt-8976, Local Cell ID=0, Cell Name=MIRP3016-0, eNodeB ID=43016, Cell FDD TDD indication=CELL_FDD",Reliable,11.336,20.435,58.235,12.092,21.33,3411107,14364036,37036,0,561,561,11,11,23,23,171014,19122,471167,70679,194973,3486,757246,18681,0,0,124879,3875,633,100,633,8.06,HOST03_pmresult_60_202111161400_202111161500_AJKNewCountersFileHuaweiBI.csv,202111161400_202111161500
2021-11-16 14:00,60,"MIRP3016-Bhimber Main Bazar-UFN-UDG-PDC-FCB-UCP-Plt-8976/Cell:eNodeB Function Name=MIRP3016-Bhimber Main Bazar-UFN-UDG-PDC-FCB-UCP-Plt-8976, Local Cell ID=1, Cell Name=MIRP3016-1, eNodeB ID=43016, Cell FDD TDD indication=CELL_FDD",Reliable,10.061,28.574,41.931,21.322,29.494,28496749,4537797,1319813,0,282,282,17,17,118,118,267623,34171,375190,67675,296041,15466,1052867,58907,0,0,383329,31068,493,100,493,11.306,HOST03_pmresult_60_202111161400_202111161500_AJKNewCountersFileHuaweiBI.csv,202111161400_202111161500
2021-11-16 14:00,60,"MIRP3016-Bhimber Main Bazar-UFN-UDG-PDC-FCB-UCP-Plt-8976/Cell:eNodeB Function Name=MIRP3016-Bhimber Main Bazar-UFN-UDG-PDC-FCB-UCP-Plt-8976, Local Cell ID=2, Cell Name=MIRP3016-2, eNodeB ID=43016, Cell FDD TDD indication=CELL_FDD",Reliable,9.878,41.81,34.139,48.522,24.052,62567298,19377500,1191486,0,1118,1118,501,501,23,23,1306359,169727,1057139,148118,777427,71722,2461832,91771,0,0,1258785,108045,1912,100,1912,20.652,HOST03_pmresult_60_202111161400_202111161500_AJKNewCountersFileHuaweiBI.csv,202111161400_202111161500
2021-11-16 14:00,60,"MIRP3016-Bhimber Main Bazar-UFN-UDG-PDC-FCB-UCP-Plt-8976/Cell:eNodeB Function Name=MIRP3016-Bhimber Main Bazar-UFN-UDG-PDC-FCB-UCP-Plt-8976, Local Cell ID=4, Cell Name=MIRP3016-4, eNodeB ID=43016, Cell FDD TDD indication=CELL_FDD",Reliable,10.089,42.302,34.311,33.656,23.387,34625184,22084327,39278,0,201,201,31,31,51,51,816255,90789,655269,80439,470787,30674,1410180,36918,0,0,444121,48706,468,100,468,11.846,HOST03_pmresult_60_202111161400_202111161500_AJKNewCountersFileHuaweiBI.csv,202111161400_202111161500
2021-11-16 14:00,60,"MIRP3016-Bhimber Main Bazar-UFN-UDG-PDC-FCB-UCP-Plt-8976/Cell:eNodeB Function Name=MIRP3016-Bhimber Main Bazar-UFN-UDG-PDC-FCB-UCP-Plt-8976, Local Cell ID=5, Cell Name=MIRP3016-5, eNodeB ID=43016, Cell FDD TDD indication=CELL_FDD",Reliable,10.598,37.22,45.622,59.606,17.158,48683388,52517096,2009710,0,1025,1024,470,470,72,72,1557833,180071,1869430,260791,744343,56810,2386162,71525,0,0,1693888,84240,1622,100,1622,25.024,HOST03_pmresult_60_202111161400_202111161500_AJKNewCountersFileHuaweiBI.csv,202111161400_202111161500
2021-11-16 14:00,60,"MIRP3016-Bhimber Main Bazar-UFN-UDG-PDC-FCB-UCP-Plt-8976/Cell:eNodeB Function Name=MIRP3016-Bhimber Main Bazar-UFN-UDG-PDC-FCB-UCP-Plt-8976, Local Cell ID=6, Cell Name=MIRP3016-6, eNodeB ID=43016, Cell FDD TDD indication=CELL_FDD",Reliable,9.483,31.208,41.543,66.412,27.25,69909708,38613260,6936184,0,1065,1062,179,179,15,15,1331580,167176,1761703,233386,1171005,137658,1654115,31672,0,0,3300501,185858,1288,100,1288,30.696,HOST03_pmresult_60_202111161400_202111161500_AJKNewCountersFileHuaweiBI.csv,202111161400_202111161500
2021-11-16 14:00,60,"MIRP3017-Jatla-UFN-UDG-PDC-FCB-UCP-Gld-8992/Cell:eNodeB Function Name=MIRP3017-Jatla-UFN-UDG-PDC-FCB-UCP-Gld-8992, Local Cell ID=0, Cell Name=MIRP3017-0, eNodeB ID=43017, Cell FDD TDD indication=CELL_FDD",Reliable,9.099,37.114,32.608,95.154,30.278,150722667,14615655,1769282,0,1706,1704,687,687,204,204,2332756,291304,2068918,236573,1891260,249507,4196361,145610,0,0,9596775,968947,3104,100,3104,58.718,HOST03_pmresult_60_202111161400_202111161500_AJKNewCountersFileHuaweiBI.csv,202111161400_202111161500
2021-11-16 14:00,60,"MIRP3017-Jatla-UFN-UDG-PDC-FCB-UCP-Gld-8992/Cell:eNodeB Function Name=MIRP3017-Jatla-UFN-UDG-PDC-FCB-UCP-Gld-8992, Local Cell ID=1, Cell Name=MIRP3017-1, eNodeB ID=43017, Cell FDD TDD indication=CELL_FDD",Reliable,9.141,34.044,16.965,83.15,48.992,108682706,36031329,824445,0,559,558,237,225,55,55,1595557,176319,784798,98152,2272254,277597,3294455,64024,0,0,6082048,703419,1520,100,1520,40.624,HOST03_pmresult_60_202111161400_202111161500_AJKNewCountersFileHuaweiBI.csv,202111161400_202111161500
2021-11-16 14:00,60,"MIRP3017-Jatla-UFN-UDG-PDC-FCB-UCP-Gld-8992/Cell:eNodeB Function Name=MIRP3017-Jatla-UFN-UDG-PDC-FCB-UCP-Gld-8992, Local Cell ID=2, Cell Name=MIRP3017-2, eNodeB ID=43017, Cell FDD TDD indication=CELL_FDD",Reliable,9.322,42.685,36.506,97.564,20.809,108050505,62387973,1000969,0,4569,4565,507,505,192,192,4296445,483408,3654350,433653,2061869,268314,3222203,248750,0,0,13552730,3148522,7037,99.972,7039,67.588,HOST03_pmresult_60_202111161400_202111161500_AJKNewCountersFileHuaweiBI.csv,202111161400_202111161500
2021-11-16 14:00,60,"MIRP3017-Jatla-UFN-UDG-PDC-FCB-UCP-Gld-8992/Cell:eNodeB Function Name=MIRP3017-Jatla-UFN-UDG-PDC-FCB-UCP-Gld-8992, Local Cell ID=5, Cell Name=MIRP3017-5, eNodeB ID=43017, Cell FDD TDD indication=CELL_FDD",Reliable,9.09,42.56,28.584,88.05,28.856,95309163,57771278,1193470,0,2605,2603,414,401,217,217,3489794,366219,2328579,261143,2351227,263224,4151730,173902,0,0,9874082,1334319,4474,100,4474,71.968,HOST03_pmresult_60_202111161400_202111161500_AJKNewCountersFileHuaweiBI.csv,202111161400_202111161500
2021-11-16 14:00,60,"MIRP3017-Jatla-UFN-UDG-PDC-FCB-UCP-Gld-8992/Cell:eNodeB Function Name=MIRP3017-Jatla-UFN-UDG-PDC-FCB-UCP-Gld-8992, Local Cell ID=6, Cell Name=MIRP3017-6, eNodeB ID=43017, Cell FDD TDD indication=CELL_FDD",Reliable,8.846,37.329,36.522,93.486,26.149,90292749,72083892,1614502,0,2364,2361,487,478,127,127,2948276,312481,2878436,311871,2007039,277151,4583239,127632,0,0,10554333,1714401,21357,99.934,21371,58.142,HOST03_pmresult_60_202111161400_202111161500_AJKNewCountersFileHuaweiBI.csv,202111161400_202111161500
2021-11-16 14:00,60,"MIRP3018-Kalyal Shero-UFN-UDG-PDC-FCB-Slv-8738/Cell:eNodeB Function Name=MIRP3018-Kalyal Shero-UFN-UDG-PDC-FCB-Slv-8738, Local Cell ID=0, Cell Name=MIRP3018-0, eNodeB ID=43018, Cell FDD TDD indication=CELL_FDD",Reliable,10.76,36.235,53.697,92.966,10.069,117002196,45693764,403046,0,2483,2481,175,174,85,85,2725465,325489,4079857,441381,742621,105158,4117542,196891,0,0,6823659,1154319,5569,99.982,5570,64.224,HOST03_pmresult_60_202111161400_202111161500_AJKNewCountersFileHuaweiBI.csv,202111161400_202111161500
2021-11-16 14:00,60,"MIRP3018-Kalyal Shero-UFN-UDG-PDC-FCB-Slv-8738/Cell:eNodeB Function Name=MIRP3018-Kalyal Shero-UFN-UDG-PDC-FCB-Slv-8738, Local Cell ID=1, Cell Name=MIRP3018-1, eNodeB ID=43018, Cell FDD TDD indication=CELL_FDD",Reliable,8.561,37.532,20.458,72.544,42.01,107181627,17342888,1829466,0,706,706,490,489,370,370,1442075,172582,783786,96349,1572930,234375,3870966,97270,0,0,8298087,1200786,1744,100,1744,44.722,HOST03_pmresult_60_202111161400_202111161500_AJKNewCountersFileHuaweiBI.csv,202111161400_202111161500
2021-11-16 14:00,60,"MIRP3018-Kalyal Shero-UFN-UDG-PDC-FCB-Slv-8738/Cell:eNodeB Function Name=MIRP3018-Kalyal Shero-UFN-UDG-PDC-FCB-Slv-8738, Local Cell ID=2, Cell Name=MIRP3018-2, eNodeB ID=43018, Cell FDD TDD indication=CELL_FDD",Reliable,8.051,34.98,13.322,74.576,51.697,115811245,12063829,2112781,0,957,953,445,440,333,333,1342806,203701,517815,71188,1921735,363871,2706535,87458,0,0,9847215,929803,2244,100,2244,51.334,HOST03_pmresult_60_202111161400_202111161500_AJKNewCountersFileHuaweiBI.csv,202111161400_202111161500
2021-11-16 14:00,60,"MIRP3019-Chittar Pari-UFN-UDG-PDC-FCB-UCP-Gld-8990/Cell:eNodeB Function Name=MIRP3019-Chittar Pari-UFN-UDG-PDC-FCB-UCP-Gld-8990, Local Cell ID=0, Cell Name=MIRP3019-0, eNodeB ID=43019, Cell FDD TDD indication=CELL_FDD",Reliable,9.486,37.083,35.08,96.274,27.837,117607569,50285141,1173139,0,2702,2699,486,484,93,93,3022356,355908,2899443,296322,2214101,321852,1605301,80896,0,0,5753102,2036230,16194,99.423,16288,46.156,HOST03_pmresult_60_202111161400_202111161500_AJKNewCountersFileHuaweiBI.csv,202111161400_202111161500
2021-11-16 14:00,60,"MIRP3019-Chittar Pari-UFN-UDG-PDC-FCB-UCP-Gld-8990/Cell:eNodeB Function Name=MIRP3019-Chittar Pari-UFN-UDG-PDC-FCB-UCP-Gld-8990, Local Cell ID=1, Cell Name=MIRP3019-1, eNodeB ID=43019, Cell FDD TDD indication=CELL_FDD",Reliable,8.409,39.454,23.789,88.7,36.757,109018275,45755857,670266,0,1756,1754,398,398,14,13,2730765,306713,1623489,207984,2484136,345713,3395992,95348,0,0,12101565,1181487,2597,100,2597,66.906,HOST03_pmresult_60_202111161400_202111161500_AJKNewCountersFileHuaweiBI.csv,202111161400_202111161500
2021-11-16 14:00,60,"MIRP3019-Chittar Pari-UFN-UDG-PDC-FCB-UCP-Gld-8990/Cell:eNodeB Function Name=MIRP3019-Chittar Pari-UFN-UDG-PDC-FCB-UCP-Gld-8990, Local Cell ID=2, Cell Name=MIRP3019-2, eNodeB ID=43019, Cell FDD TDD indication=CELL_FDD",Reliable,10.342,37.11,37.98,72.088,24.91,88350624,30191276,7010430,0,1423,1419,194,191,279,279,1759812,192570,1808376,189765,1144854,165659,5149443,73760,0,0,8679871,1044944,2328,100,2328,48.948,HOST03_pmresult_60_202111161400_202111161500_AJKNewCountersFileHuaweiBI.csv,202111161400_202111161500
2021-11-16 14:00,60,"MIRP3019-Chittar Pari-UFN-UDG-PDC-FCB-UCP-Gld-8990/Cell:eNodeB Function Name=MIRP3019-Chittar Pari-UFN-UDG-PDC-FCB-UCP-Gld-8990, Local Cell ID=4, Cell Name=MIRP3019-4, eNodeB ID=43019, Cell FDD TDD indication=CELL_FDD",Reliable,9.395,34.372,35.693,97.31,29.935,110285799,59757038,883789,0,4996,4981,676,673,42,42,3220658,330245,3334490,352881,2768070,324404,2046542,119658,0,0,9400884,1945732,6669,100,6669,55.08,HOST03_pmresult_60_202111161400_202111161500_AJKNewCountersFileHuaweiBI.csv,202111161400_202111161500
2021-11-16 14:00,60,"MIRP3019-Chittar Pari-UFN-UDG-PDC-FCB-UCP-Gld-8990/Cell:eNodeB Function Name=MIRP3019-Chittar Pari-UFN-UDG-PDC-FCB-UCP-Gld-8990, Local Cell ID=5, Cell Name=MIRP3019-5, eNodeB ID=43019, Cell FDD TDD indication=CELL_FDD",Reliable,7.371,41.026,15.367,97.174,43.606,134805415,35268617,610268,0,2656,2650,257,213,180,180,2748993,315584,1001511,146367,2849398,407899,1686257,96010,0,0,10136475,2555237,6010,100,6010,51.42,HOST03_pmresult_60_202111161400_202111161500_AJKNewCountersFileHuaweiBI.csv,202111161400_202111161500
2021-11-16 14:00,60,"MIRP3021-Ratta-UFN-UDG-PDC-FCB-UCP-Gld-8968/Cell:eNodeB Function Name=MIRP3021-Ratta-UFN-UDG-PDC-FCB-UCP-Gld-8968, Local Cell ID=0, Cell Name=MIRP3021-0, eNodeB ID=43021, Cell FDD TDD indication=CELL_FDD",Reliable,9.684,39.009,39.913,97.102,21.078,124511310,44456752,1350105,0,4947,4942,671,658,98,98,3361059,389533,3399226,438232,1742280,284236,1736986,98156,0,0,11634126,3536269,20717,99.99,20719,58.192,HOST03_pmresult_60_202111161400_202111161500_AJKNewCountersFileHuaweiBI.csv,202111161400_202111161500
